"","V1","V2","V3","tissue"
"GSM298750.CEL.gz",83.3178038257064,83.7860752924136,-14.932057689384,"liver"
"GSM299110.CEL.gz",85.0093664269269,83.1913424279852,0.0608215404587212,"liver"
"GSM299111.CEL.gz",80.5417131929029,78.2091799210282,1.46304797356911,"liver"
"GSM299112.CEL.gz",83.3178038257064,83.7860752924136,-14.932057689384,"liver"
"GSM299113.CEL.gz",81.2249271011429,88.3045615293003,-1.28023762868561,"liver"
"GSM299244.CEL.gz",78.1206098180656,85.4833678407362,-6.65072726048554,"liver"
"GSM299245.CEL.gz",80.5918472956912,87.51763808948,-5.97491037082487,"liver"
"GSM299246.CEL.gz",78.7332467737082,95.4588379254641,8.9314243920338,"liver"
"GSM299247.CEL.gz",83.2682114145531,91.8836136804182,-0.80676402804921,"liver"
"GSM322969.CEL.gz",-24.4119520456026,-7.96181177752195,-30.6437610641024,"cerebellum"
"GSM323054.CEL.gz",-53.3684733398457,-5.20747978961585,-33.2729941405208,"cerebellum"
"GSM323523.CEL.gz",-49.9019422453528,-13.7171891792929,-50.9252112215519,"cerebellum"
"GSM323524.CEL.gz",-40.8199341002685,-14.4245056660972,-45.9422451090316,"cerebellum"
"GSM323527.CEL.gz",-37.1520757799961,-10.9835337392835,-38.4919417175922,"cerebellum"
"GSM323565.CEL.gz",-89.06167539691,10.3797366975146,1.41209241778281,"cerebellum"
"GSM323566.CEL.gz",-79.6083542198097,-1.40194935071271,-25.0643646160911,"cerebellum"
"GSM323567.CEL.gz",-99.82617285963,6.97180481900105,-6.9610076785929,"cerebellum"
"GSM246492.CEL.gz",30.3576919711423,-58.4798010501397,-12.3066370930822,"placenta"
"GSM246493.CEL.gz",24.9297719954741,-51.7266504429394,-6.58904060806489,"placenta"
"GSM246494.CEL.gz",39.6732926423258,-44.6270580395666,10.2581632036694,"placenta"
"GSM307639.CEL.gz",43.9633078220083,-36.2730024997654,11.0213224844068,"placenta"
"GSM307640.CEL.gz",45.4840609367241,-24.4160910338768,21.3378477830784,"placenta"
"GSM307641.CEL.gz",51.8981521046347,-22.0163393298287,27.1442949164407,"placenta"
