"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43","PC44","PC45","PC46","PC47","PC48","PC49","PC50"
"GSM12270.CEL.gz",-28.1450973678235,-54.8346107515184,17.4725155383968,14.3073227935216,52.3500396313193,-7.92284993177553,-0.848743725735402,-41.1363553395424,2.20150985702099,-3.7225322975963,-1.04458152116428,8.97082131042433,2.66223037419875,-4.47709867623647,3.57552387782234,-22.2863168608268,25.1640011525575,0.977900016724402,31.1943995203872,20.0560850508795,-0.887938755626924,-3.3544492639392,-5.84882612761393,-11.9944965341904,-13.4285809345205,-38.0740008049726,3.34728634532641,-17.0169924517442,-19.706884927847,-11.7406474636408,12.6057059069719,-24.7038042512921,17.1067611534876,-19.3362187111834,8.67523783437137,2.04913231814315,0.00908428192348149,11.1655939389905,-4.3626677706129,-3.92765468275821,-12.1721956347882,8.56524138518345,2.73577113073494,-13.6678625433796,-2.06221764857265,-10.7688111928914,-7.40329862927936,2.46348136246005,8.81679398942216,4.99848194223075
"GSM12283.CEL.gz",-43.7674919131283,0.902761681696819,20.8709882377062,19.8232594767703,46.5050461137721,-13.4700167395329,50.8376478907273,33.5156056591431,-11.2945354058218,-37.5657754587766,14.0175048513111,-20.3419876687098,18.0613505213908,1.09235970262391,-1.66134015811836,8.82576869477728,3.98368100386129,11.274264907109,-0.0724765753024487,4.4871563513213,-7.87323159190379,-3.17097613960746,-15.2431830537269,-3.3322022120349,0.603914588793773,0.698336882400082,2.1902882699494,-4.66075044089128,-1.555830886278,4.26831038225907,-6.30506503126063,-0.160405311535327,4.47303271850485,-2.65180719142737,2.71245383895122,2.75570699361306,0.552987525392034,-0.922001925785294,1.39175513103874,1.50463788997198,-3.45811356246705,-4.20872371419599,-2.7521497596201,-2.40327670199556,0.436828477364806,2.3191348225476,0.608449036067421,-2.405591266018,-1.06935595080756,-3.74074748982849
"GSM12298.CEL.gz",-34.9795020529909,-46.0934885245169,17.8978521996925,37.1464551998611,46.2499606995646,-28.577071510203,35.1375455204498,-30.5270871656112,-33.77630769616,-4.20034438754807,9.95467457292699,8.15225562348341,8.60388432590164,-9.82711094277014,-1.039042655279,10.2967110154895,13.2998376791555,4.68437332444497,22.1202112792048,-1.42878524495678,-4.39316687996259,-6.38643211344673,-1.75434336163701,-1.30725298266338,-0.477860085601044,4.36799299310649,-1.00067612602778,-2.54291780903313,1.87827303268938,12.706035553281,0.471086853729082,6.2954357483625,-4.04622634148877,15.0994224442655,3.57032084570396,2.05581182461803,9.2373754972997,4.9216507611094,2.04655447043555,4.17553065291938,1.45640087277822,-3.22115750552925,-3.37455512416773,10.1263656548574,6.53779267544138,6.20355372274491,-1.10557492232775,2.07946194299378,-12.9753630235989,-3.61611759112959
"GSM12300.CEL.gz",-39.1423416631373,-20.2396994059928,32.2003611845245,19.7563205516631,49.0972240348485,-14.9132165242815,52.0093249661692,31.5528793591146,-14.879941430571,-38.0037057388815,13.5588128745695,-16.4405464278599,9.24195994114429,4.64107650565532,-2.0294177627581,3.25406393304598,1.89033614100178,18.5317607981634,-0.62042213873923,3.99875297371965,-5.02017245522718,-1.96312504040416,-10.2692992032626,-4.05899273227457,4.87753310546124,-3.12515279736203,0.336710784137097,-6.98928510023722,-1.7278836739216,1.08726955166656,-7.43709521957213,0.974033914734262,2.27513070406309,-3.78544146834093,1.75899581589173,-1.69888583572913,1.71350016090729,-0.0121125089010778,1.85273874246084,-2.26044102915361,-3.19015341317836,-1.98028355871162,-4.74385629892745,-0.294144555156905,0.0856940496860738,3.71347600924673,2.81765618742413,2.66839453970827,0.0649254638904431,-0.67230720839784
"GSM12399.CEL.gz",-46.4922802531602,-12.225714201241,11.1618992636312,25.5577463996834,75.0269954368935,-37.1286201625675,12.2640909362179,-51.1466129135054,-32.7136571396645,12.3792922358555,0.734651913076852,7.6939530444819,-41.0726968949922,19.8811521242748,3.50684171745782,5.0234458958563,-9.91528861442701,-9.07070564180589,-4.27720233920667,-3.8486221597084,-5.56090747868682,-0.699201595724761,-6.58004099700753,2.22921313860947,9.57179607565216,-0.888846045476689,4.01804330806083,-1.99725881170888,12.5884333312033,1.08508627750949,-2.1280878523506,-0.0835209236788568,-2.05794571492855,-9.4494859539836,1.70244346076838,-5.73087944105864,3.01859945084183,-2.04191576721729,5.62002992985497,-9.83594839274773,9.27473726594736,2.69659859501777,4.16897183277438,-2.51404141465187,2.54646450099274,4.387673081259,9.80886382052189,-2.347992954017,3.17944519264387,-4.93647291512966
"GSM12444.CEL.gz",-25.0320939981913,-40.0810754626104,29.4609255199016,20.5383774503798,45.5210611299102,-8.48879711830047,47.1432894046434,18.2795518289947,-0.311099629213793,-32.0300757331044,20.1400892326724,-21.4856692654189,14.6518526304816,-3.03648225637008,3.53325172708605,-4.0198269318811,7.39955929675092,6.76509112133517,7.00152480161016,7.13340074170295,0.423809573352475,-3.42239854987802,-7.62393405766504,-6.20203209171299,-0.427160016394992,-2.20869658936174,1.67567768323233,-1.59912728649234,1.67532317088707,-6.40457097991825,0.383728477006332,-4.47431405061964,1.49666322339019,-3.78600067297978,5.71969572570542,4.31835858603947,-1.95143178761736,1.50839669843928,-2.55183055755428,-2.33849711210181,-9.35098406792686,1.41313877111724,-5.7678899676231,-2.98303054128605,0.052073388629264,-0.188305458475973,2.53851821672254,4.34785081816288,5.29383489953298,2.25420584053988
"GSM21203.cel.gz",45.3899996059151,46.8436671416219,7.33064114838989,68.9124787562529,-17.0876007290561,-8.00776587520915,-10.7668582125688,-19.0789341131852,10.6188961523896,17.0219036490799,23.3826523772959,-27.8618257244614,8.99058082738076,-14.5718690490004,17.2491907522966,9.97406139200982,6.37100390472145,-17.565107601613,4.32208066886355,-1.80187634633451,-15.9813441937832,12.6670817858677,9.28153302473985,-6.93858234216691,6.00444320335091,-9.98647655496348,-0.978692429381156,6.08225374721672,-24.0987918578422,-7.10565835163026,-22.0386625700881,7.97059270813553,-18.9905116629711,-13.3355621495304,8.03711433930003,-4.52147997721307,2.43335260340659,-0.335052812802668,-0.521223030697457,-3.69903078493855,2.57356760103908,-4.51320607123069,-2.35605644859356,-7.80679432614934,-5.40478576679191,-12.1334457471152,-4.04611938280622,0.578816021730652,5.38492739332467,-5.65083094761018
"GSM21204.cel.gz",71.8983058402587,45.3799729686834,8.58418923346391,73.3130564212931,-19.3705234472913,1.11256215471774,-5.69249982869463,-2.11178969457422,0.188033970858727,10.404249609331,27.7507157310407,-1.69504413755598,6.96934509963443,-5.9690905522003,6.00869432039096,3.61845333725143,-0.538669257560673,-11.8512856165694,4.82292890975712,-7.57214739865489,-14.3392657686179,3.91123507930892,-1.50218196255184,12.0338077723741,6.83455834972564,-11.6060347336492,2.78144891565108,0.134171104621985,-15.0280346011386,0.127631212376331,-16.8604907560248,7.16879693888865,-13.5916353306603,1.9564952945361,-0.245135654517599,-0.328988919176574,-4.13439927000605,-4.64213874679397,3.02989686075659,6.01930660607421,0.524997336877878,-1.89683065476853,0.888014302426543,1.26825132266778,0.364839270393034,-1.35813618030082,-5.64704824796454,-2.85547234652937,1.82332584273304,8.34494034386631
"GSM21205.cel.gz",-0.58676844485502,120.785322170629,7.60511956987875,84.7633972012408,-11.9183114986215,-12.2169271504553,-9.20431681153562,-4.18418516925097,49.5326196894652,28.0171154574741,-12.3438082541158,-6.34129123697323,-0.627706673246243,-2.67687928537605,-7.11267981405515,23.0837893281551,-8.62052584477502,16.1682124345322,-5.79134195997798,10.4542540114616,-4.9544133262638,-1.76129002584853,8.18840930604737,27.8940645958019,0.96927507243169,-6.29651351170309,-8.44133673188893,0.461432875523267,8.6042994487926,-1.40801186709963,11.4389431899947,-4.17469035683444,27.2235389378859,16.3422703048718,-0.521225185451622,12.1706329857672,0.223991122587766,4.98630814050833,-4.9269956492612,-6.1934044495154,-16.7232583057399,7.65487328738546,10.8586936271682,-2.69382999574955,-6.25214238592904,13.8040078121753,15.7361999184489,12.4274727160075,-15.5829599362747,-4.69221136260947
"GSM21206.cel.gz",88.6140771269892,-9.86499588700067,31.7679371878993,43.7113585088175,-26.910243833717,4.09086778882173,-12.7647826585218,7.06385057758227,-12.6322747439802,-5.82440674095979,-3.02948643005769,11.7652267856084,-4.66001071031606,1.63987815764011,-2.30720659341465,5.51250285170819,-5.93747696048232,-5.71921585885101,-6.01332736923837,15.8820980737122,5.58189431728545,-5.02892779891068,-10.3636699929922,-32.4547491843945,1.95890571577096,-2.96841032787308,6.05409622300001,8.82612912859119,-7.18879976331604,-18.3156524290509,-18.9248985277892,12.2058263020828,-13.374486497191,-6.71965070128598,-4.23593575208508,3.40910900283598,-1.77607229681145,7.34761741260997,5.6169436708952,10.0156597201954,13.450780427165,10.8997661083735,-21.7659433256817,-5.21107018242299,16.0862390528451,5.97771201576355,-8.53661790725498,-2.78983031457011,-1.26023576307276,9.92459447087628
"GSM21207.cel.gz",9.20034275454513,112.862934031888,-9.24024728682529,73.2488333401342,-6.75075158969936,-10.0078854279199,-16.9048918636893,-29.5321961536246,56.152311267271,28.4466979255261,4.56458629757091,-41.382167569199,2.62710642658469,-33.9929998334678,4.96157207531082,33.1187004830057,-15.0122006628002,2.10286870605019,12.8357413806945,18.5549850894027,-1.64630403351976,10.0257164952539,6.15592067409942,21.87572623285,-1.38845712100431,-1.35296429401322,-9.80144092482381,2.73281087538976,7.25645282988563,6.44079275707126,12.9593540533627,-3.89886094746539,27.2682259142479,12.1112437505537,-8.35390492956677,-8.51980693330957,22.8420903478613,13.4879187353284,8.90138845724924,-22.4601631836557,-0.743344213911321,-8.7729895215888,-17.3320193694455,0.112600743210097,-0.511393832069513,-9.68912228134186,2.34241177253571,-3.04994253579694,12.9941606983624,-3.00319902518208
"GSM21208.cel.gz",46.1999725158369,58.3017096020678,11.6600528452745,62.9562784064534,-14.5901378421997,-9.15380605321837,-5.69386336422974,-11.092796134382,4.89204689958116,9.69891067093233,16.3465208458311,-8.82309738147949,11.035696831319,2.99186656427795,28.6076228156694,2.40598030306459,2.26805046140605,-15.2636302013939,-18.0515870928647,-14.400786014325,-23.7698695287639,6.73269491844431,12.8829640792854,5.40807749244135,7.06058838890075,-14.1004179780002,8.70980416807112,0.147347472916203,-24.3708367629021,-5.42451088744088,-15.7033438745995,2.45819827430091,-22.2954427454606,-7.78494678584043,12.5693422344048,3.81056985452782,-7.51735295579056,-9.48543188821338,-0.325621966771761,-2.05060434895327,-5.80393396726873,-8.2348963476722,9.41443885750878,4.68978135486516,-1.16302260084085,7.77280047640483,17.3594294772844,12.2344010666562,-6.34042880278765,6.62206885478971
"GSM21209.cel.gz",56.4913957256093,60.6659758917769,18.0951887195202,84.6264273077123,-23.6960762338284,5.37612290562692,-7.61447903049742,-10.832833552037,32.8997329631334,10.7824186414512,3.74446286682982,-8.21159693612309,-6.24667768538868,-20.4164208821032,-3.41315813359956,5.68861877226304,-4.24988590911867,4.58170058253605,19.0040899685113,3.79488583005778,5.25852268922805,-4.72301732733428,0.519781307760116,16.1086252732646,2.49176172809139,2.1917805226996,-3.21386560281883,-2.9505126031484,10.8363296485072,4.16595232510747,1.8683290681208,-0.154963288313197,10.5808589203841,8.58326859024368,-6.63312538808696,3.47013496120141,2.7234868526064,-1.73525600698286,1.28442894669341,2.82208131780966,-1.73897923445628,1.62946279394127,-1.0235496345518,-1.82863671534046,9.34637833550421,-1.16534547690312,0.27444168484668,-2.16878876978871,-1.50342947826589,0.117855840422846
"GSM21210.cel.gz",80.6797655923602,28.7172974632739,33.7838477073424,62.4052908015114,-27.0724348636057,2.13355214132854,-1.19393093519527,-2.28238927596164,-1.86995614380848,-19.6753566765897,0.693053699961095,10.4573613435045,-7.13360821995345,-4.06130853577735,-0.595286916037804,-8.99171412417992,5.2795391511545,2.16043504004681,10.2703874519,-9.77157362184851,5.9004118634759,-0.0437340235247741,0.292739778944329,3.29754615210998,-4.0982036393494,-1.55900351191634,2.56565251155918,-5.8342561206343,4.29634774616744,5.74057172996285,3.18303259623865,-2.798794772803,8.55020958384703,5.56931983211838,-6.72158071539546,4.36097860863449,-1.32825508174608,-2.14543416931522,1.363433087921,2.42044799463953,2.60628036841061,-3.62613519325921,0.273661960137971,0.711670809962249,1.7904591516378,2.13841567645981,1.70232964248157,-3.9536980123767,-4.94048598714938,0.883899303944261
"GSM21212.cel.gz",55.6400375917604,52.4409663595355,10.603264391065,80.1939512293465,-15.0999614564641,10.5535931633075,-12.3947182248161,-3.42420355446137,33.8430057332237,17.2228656623723,3.87555354431885,-17.4323113513143,-5.29413197373477,-23.9382220440247,-8.56222022695557,7.62887205551366,-11.5182124329471,2.26588057510982,18.3345736059342,13.7103830016465,0.294029984425515,-9.34604234590913,-0.0180992068930601,-0.828625282145785,8.95018846831921,5.69953677561505,-4.81098743578128,4.2746863996322,14.9107874845997,-2.22239762015189,-1.50472517251663,1.2786756904297,-4.12293949213543,-2.11863502930357,8.8678414903266,3.68321583878931,2.75960258795902,-3.62288657681055,1.60903417223744,-4.28928040064206,-2.91815438293224,-1.49354618393087,1.99560326845736,0.197854959131161,7.16789917042823,-5.18791939283433,8.27271441206389,1.2710651996053,-1.60062517187622,-1.13336660484127
"GSM21213.cel.gz",30.3462093388963,72.024994287214,-2.76391843524784,82.016007152304,-11.4431687470295,0.399334262991472,-15.4313103270306,-1.78384207438215,16.9920210657986,27.6633368401119,8.81408610580458,-16.8526348100629,8.86777049124292,-8.38790454356669,8.3477444729347,23.3249125105009,-4.24881899211043,-9.20433581492008,5.80125411655209,11.9077072498369,-24.0574241991471,-0.000766546995716232,-5.25287477216233,7.85704908500434,6.61288037556371,-2.92965119014138,-1.38040041983309,3.93710361401614,-15.2496041265567,-5.71368213518573,-13.7400457279914,8.55065022122495,-6.7762587046162,-1.58031217638598,12.2568107503515,-1.13326274927623,-3.05695215010942,-4.10150146838839,-4.53046379406761,-0.878578601362426,-8.73003222425561,2.28163560739319,5.67740840499599,-0.159525094232191,-1.40765750852319,-0.190177362336297,11.6585443553985,0.457475357577226,5.42821573267973,1.42509333929399
"GSM21214.cel.gz",88.5287785649331,36.6326661439296,21.8252454928989,52.1236739994446,-23.8408068342335,-1.98010790257537,3.04824819650335,-1.27743411845647,0.300952388059374,-11.4340282259258,11.9226421600621,8.44285098680626,-0.670824454762397,-6.20663110130703,7.03205958895262,-6.36716357240001,-0.0980112342089175,-5.08979054997185,0.368922073898989,-9.94881941715168,5.19611227503929,0.194700845812022,-1.68522779307177,0.480663060388875,2.23330386517929,-3.93824355696223,7.31040588641477,-3.10479737337103,9.67680825696364,-4.47160920757695,-0.333851871789791,-1.74249069699899,12.565301586347,-0.157836010115475,-8.77934818320888,8.49205210442923,-6.83310843770434,0.372665781604802,3.591872524258,0.899103635071454,6.14667639125713,7.90529747788187,-10.140496538776,-3.43685982238909,11.0913509627679,14.1961932393693,-0.854469734770092,-3.38846517507629,0.611468753681814,4.24360484576121
"GSM21215.cel.gz",92.1322409852271,12.6727162837178,29.2764813159261,51.6352793375601,-35.7292570910507,-5.38074798750402,2.6428146374501,9.84449142707565,-43.5023154449845,-19.7021511402103,15.7019542546031,22.432237239496,25.5450128793367,14.6386387065377,22.1600255529046,-7.67987975727739,13.0621741447204,-17.9717849813773,-15.6867907446329,-24.3158169385963,-12.2496702603101,13.8661451026846,2.71594425953067,21.8557830784095,-1.53352401447462,-6.71803401011443,-0.556466907456592,-5.06309458864178,-18.8407861441433,8.37345713578363,0.124090889680547,-0.898071221700551,2.56247723732727,5.53977012846951,3.66695174688995,-2.35655530230375,2.3364773627717,0.961931165254575,-2.52982954090459,-0.525251921756352,-4.29468240337792,-3.20705259045129,6.51604117304765,1.84397624766701,-9.27498733068143,-4.52535538021889,2.2897025022509,0.744404399015585,5.34899161830527,-1.30509833770363
"GSM21216.cel.gz",99.1757650092998,10.2827337859864,36.6688366201928,47.1117434452043,-33.6827642820984,0.000549656449844997,2.77055484625923,10.4035411258621,-27.6962946130511,-25.5723066767313,-2.67291041884887,26.2753704799731,2.50144498470348,6.98604159079011,13.4824472141149,-24.1128553548972,5.00309214265039,-2.32848182619724,-8.45144617201075,-20.8668122049723,11.8107296232298,4.73304849442553,5.66590873724206,4.33652748354373,-4.06515856005752,3.92234548119071,0.174039954079502,-3.96976305771322,11.3866689592724,1.67189547753459,9.32523776271692,-6.78026752861324,14.3962425622379,1.49667713859363,-4.04765521299343,2.10629450037449,-2.13026197037502,0.257415851222093,-1.78988910377167,3.14666972864384,-3.67135429776457,2.1516795952078,-6.3620692149896,-4.7426567328687,5.01874992741211,3.59156473989584,5.69318650606869,4.05358716197974,-1.46340238323865,-6.58758974914832
"GSM21217.cel.gz",90.2657126750545,27.5095045549402,43.3046413513237,69.2577234880763,-42.5797813911065,-12.6970956250248,4.97482978177767,-17.5753831907602,-1.09770816215905,-16.0311973587085,25.3619644408864,5.65326406851038,21.2706674160201,-2.36146157951879,25.4170489818332,-12.4473066099516,11.4857539229378,-17.8234009396607,-20.0660773901671,-31.6629121204092,4.21657574673826,15.472182873496,11.8918616350332,31.041755847991,0.572873206198264,-14.1767302778832,5.66019011101864,-6.58454224853441,-14.9824368221014,-0.37105029826201,3.66734760937699,-1.93716879318285,-1.07329202550413,7.38395028931625,-9.51224915700638,4.41337772686566,-5.54239745480951,-1.47284110035323,1.75076494022602,8.20095447093555,-4.40611703774671,-5.44254680480697,5.03265141613175,-4.46095976900735,3.68246521877739,-6.01674596306516,-0.08620329510566,8.25489917894388,-7.56397130286063,-1.79973829046665
"GSM21218.cel.gz",115.50065997312,-4.1298481758421,38.6828034258206,27.8044672966831,-36.4870020699943,1.1109213364862,1.24101096828575,6.24248370164227,-21.7482578023754,-21.201952607798,0.615783678202508,24.0652644271415,0.192671333122777,6.03900633757255,12.4354743368757,-11.5710531148476,-1.56753955260713,-12.2663466316964,-12.2430223648318,-8.88142662354951,11.4376602722952,1.21897834433743,-4.57616482866883,-0.201857650161875,2.38341538128517,-5.31288868421025,4.10339253005131,1.65772149855851,7.85754217867643,-4.45424040922726,1.77793213146886,-2.19616345731444,13.4692091550723,-4.469422565955,-4.67602543857099,11.3344075815251,1.14688533155901,3.16720291602377,1.82220645099383,0.31958186054817,7.89353253914536,6.75010203860067,-16.379220072672,-7.6267645504839,5.71428458871195,10.4193279676238,-9.5199518438438,-3.35888174145127,7.43212871765951,1.19744631065115
